=======
RESULTS
=======

Duration of BST Search: 45902000  nanoseconds
Duration of AVL Search: 32935000  nanoseconds
Duration of Hash Table Search: 5016000  nanoseconds



==============
SEARCHED WORDS
==============

Words searched: 18197

2589) Found the word: subdued		 with [21] duplicates.
2590) Found the word: violence		 with [98] duplicates.
2591) Found the word: truce		 with [35] duplicates.
2592) Found the word: wolves		 with [26] duplicates.
2593) Found the word: battling		 with [1] duplicates.
2594) Found the word: defended		 with [43] duplicates.
2595) Found the word: dreadful		 with [135] duplicates.
2596) Found the word: noises		 with [4] duplicates.
2597) Found the word: flashed		 with [35] duplicates.
2598) Found the word: closing		 with [72] duplicates.
2599) Found the word: tremendous		 with [26] duplicates.
2600) Found the word: thunders		 with [1] duplicates.
2601) Found the word: heaven		 with [102] duplicates.
2602) Found the word: wrath		 with [37] duplicates.
2603) Found the word: laments		 with [3] duplicates.
2604) Found the word: terror		 with [111] duplicates.
2605) Found the word: oaks		 with [7] duplicates.
2606) Found the word: strangled		 with [2] duplicates.
2607) Found the word: seized		 with [232] duplicates.
2608) Found the word: slew		 with [7] duplicates.
2609) Found the word: wept		 with [56] duplicates.
2610) Found the word: gods		 with [9] duplicates.
2611) Found the word: crouching		 with [5] duplicates.
2612) Found the word: Herds		 with [1] duplicates.
2613) Found the word: oxen		 with [13] duplicates.
2614) Found the word: huddled		 with [19] duplicates.
2615) Found the word: treading		 with [13] duplicates.
2616) Found the word: beings		 with [30] duplicates.
2617) Found the word: minister		 with [83] duplicates.
2618) Found the word: buffeting		 with [2] duplicates.
2619) Found the word: riven		 with [2] duplicates.
2620) Found the word: Perhaps		 with [132] duplicates.
2621) Found the word: DIVISIONS		 with [3] duplicates.
2622) Found the word: doluge		 with [1] duplicates.
2623) Found the word: ruins		 with [33] duplicates.
2624) Found the word: overthrow		 with [44] duplicates.
2625) Found the word: Whirlwinds		 with [1] duplicates.
2626) Found the word: Boughs		 with [1] duplicates.
2627) Found the word: Broken		 with [1] duplicates.
2628) Found the word: Flocks		 with [1] duplicates.
2629) Found the word: mi		 with [8] duplicates.
2630) Found the word: ricordo		 with [2] duplicates.
2631) Found the word: discritione		 with [1] duplicates.
2632) Found the word: approximate		 with [10] duplicates.
2633) Found the word: Aeolus		 with [1] duplicates.
2634) Found the word: 15Plates		 with [1] duplicates.
2635) Found the word: duomini		 with [1] duplicates.
2636) Found the word: slide		 with [11] duplicates.
2637) Found the word: ruinous		 with [26] duplicates.
2638) Found the word: clothed		 with [14] duplicates.
2639) Found the word: shrubs		 with [3] duplicates.
2640) Found the word: sweep		 with [25] duplicates.
2641) Found the word: pool		 with [39] duplicates.
2642) Found the word: dashed		 with [47] duplicates.
2643) Found the word: outlet		 with [30] duplicates.
2644) Found the word: gaining		 with [29] duplicates.
2645) Found the word: furiously		 with [17] duplicates.
2646) Found the word: returns		 with [77] duplicates.
2647) Found the word: submerged		 with [11] duplicates.
2648) Found the word: logs		 with [18] duplicates.
2649) Found the word: opposition		 with [169] duplicates.
2650) Found the word: heaviest		 with [7] duplicates.
2651) Found the word: tumble		 with [5] duplicates.
2652) Found the word: friction		 with [44] duplicates.
2653) Found the word: wave		 with [60] duplicates.
2654) Found the word: flood		 with [35] duplicates.
2655) Found the word: Piombino		 with [6] duplicates.
2656) Found the word: foaming		 with [6] duplicates.
2657) Found the word: 611		 with [10] duplicates.
2658) Found the word: withinby		 with [1] duplicates.
2659) Found the word: served		 with [134] duplicates.
2660) Found the word: rains		 with [9] duplicates.
2661) Found the word: fling		 with [18] duplicates.
2662) Found the word: eruption		 with [35] duplicates.
2663) Found the word: sixteen		 with [66] duplicates.
2664) Found the word: physical		 with [125] duplicates.
2665) Found the word: spurious		 with [3] duplicates.
2666) Found the word: embarking		 with [1] duplicates.
2667) Found the word: hastily		 with [112] duplicates.
2668) Found the word: marine		 with [26] duplicates.
2669) Found the word: Temper		 with [1] duplicates.
2670) Found the word: dissolves		 with [1] duplicates.
2671) Found the word: aqua		 with [14] duplicates.
2672) Found the word: PAPER		 with [1] duplicates.
2673) Found the word: BLACK		 with [1] duplicates.
2674) Found the word: AID		 with [1] duplicates.
2675) Found the word: SPITTLE		 with [1] duplicates.
2676) Found the word: gall		 with [7] duplicates.
2677) Found the word: wetted		 with [6] duplicates.
2678) Found the word: 615		 with [1] duplicates.
2679) Found the word: stretch		 with [31] duplicates.
2680) Found the word: sunbeams		 with [3] duplicates.
2681) Found the word: 616		 with [2] duplicates.
2682) Found the word: smear		 with [5] duplicates.
2683) Found the word: sage		 with [9] duplicates.
2684) Found the word: GOVI		 with [1] duplicates.
2685) Found the word: Forse		 with [3] duplicates.
2686) Found the word: aveva		 with [6] duplicates.
2687) Found the word: erbario		 with [1] duplicates.
2688) Found the word: riprodurre		 with [1] duplicates.
2689) Found the word: carta		 with [3] duplicates.
2690) Found the word: diverse		 with [37] duplicates.
2691) Found the word: piante		 with [1] duplicates.
2692) Found the word: poiche		 with [2] duplicates.
2693) Found the word: metodo		 with [1] duplicates.
2694) Found the word: insegnato		 with [1] duplicates.
2695) Found the word: legge		 with [2] duplicates.
2696) Found the word: ripetuto		 with [1] duplicates.
2697) Found the word: molti		 with [6] duplicates.
2698) Found the word: ricettarii		 with [1] duplicates.
2699) Found the word: Erano		 with [1] duplicates.
2700) Found the word: tentativi		 with [1] duplicates.
2701) Found the word: riproduzione		 with [1] duplicates.
2702) Found the word: vegetali		 with [1] duplicates.
2703) Found the word: signor		 with [1] duplicates.
2704) Found the word: excellent		 with [108] duplicates.
2705) Found the word: milk		 with [54] duplicates.
2706) Found the word: calves		 with [7] duplicates.
2707) Found the word: moistened		 with [12] duplicates.
2708) Found the word: paste		 with [26] duplicates.
2709) Found the word: cardboard		 with [17] duplicates.
2710) Found the word: papyrus		 with [2] duplicates.
2711) Found the word: turmeric		 with [2] duplicates.
2712) Found the word: glaze		 with [2] duplicates.
2713) Found the word: 619		 with [12] duplicates.
2714) Found the word: Use		 with [17] duplicates.
2715) Found the word: Medium		 with [1] duplicates.
2716) Found the word: ornamented		 with [2] duplicates.
2717) Found the word: 620		 with [5] duplicates.
2718) Found the word: YELLOW		 with [1] duplicates.
2719) Found the word: 622		 with [1] duplicates.
2720) Found the word: Nova		 with [5] duplicates.
2721) Found the word: garnets		 with [1] duplicates.
2722) Found the word: bole		 with [1] duplicates.
2723) Found the word: Remix		 with [1] duplicates.
2724) Found the word: wallpainting		 with [1] duplicates.
2725) Found the word: verdigris		 with [4] duplicates.
2726) Found the word: juice		 with [13] duplicates.
2727) Found the word: coat		 with [327] duplicates.
2728) Found the word: expand		 with [13] duplicates.
2729) Found the word: dryness		 with [12] duplicates.
2730) Found the word: vitae		 with [7] duplicates.
2731) Found the word: corrosive		 with [7] duplicates.
2732) Found the word: boiled		 with [30] duplicates.
2733) Found the word: cold		 with [520] duplicates.
2734) Found the word: liquid		 with [28] duplicates.
2735) Found the word: priming		 with [1] duplicates.
2736) Found the word: alloro		 with [1] duplicates.
2737) Found the word: facon		 with [1] duplicates.
2738) Found the word: jusqua		 with [1] duplicates.
2739) Found the word: quil		 with [15] duplicates.
2740) Found the word: stecca		 with [1] duplicates.
2741) Found the word: po		 with [4] duplicates.
2742) Found the word: couteau		 with [1] duplicates.
2743) Found the word: bois		 with [1] duplicates.
2744) Found the word: mustard		 with [9] duplicates.
2745) Found the word: 630		 with [3] duplicates.
2746) Found the word: REMOVE		 with [2] duplicates.
2747) Found the word: SMELL		 with [1] duplicates.
2748) Found the word: smell		 with [115] duplicates.
2749) Found the word: nut		 with [14] duplicates.
2750) Found the word: RESTORE		 with [1] duplicates.
2751) Found the word: BECOME		 with [1] duplicates.
2752) Found the word: cup		 with [56] duplicates.
2753) Found the word: tempera		 with [4] duplicates.
2754) Found the word: 633		 with [1] duplicates.
2755) Found the word: Mustard		 with [3] duplicates.
2756) Found the word: pounded		 with [1] duplicates.
2757) Found the word: bottle		 with [91] duplicates.
2758) Found the word: milky		 with [7] duplicates.
2759) Found the word: seads		 with [1] duplicates.
2760) Found the word: gums		 with [17] duplicates.
2761) Found the word: rosin		 with [2] duplicates.
2762) Found the word: harden		 with [2] duplicates.
2763) Found the word: hardens		 with [1] duplicates.
2764) Found the word: fungus		 with [15] duplicates.
2765) Found the word: husk		 with [3] duplicates.
2766) Found the word: crushed		 with [59] duplicates.
2767) Found the word: melted		 with [31] duplicates.
2768) Found the word: amber		 with [7] duplicates.
2769) Found the word: resin		 with [5] duplicates.
2770) Found the word: essence		 with [63] duplicates.
2771) Found the word: 636		 with [2] duplicates.
2772) Found the word: nutoil		 with [1] duplicates.
2773) Found the word: mould		 with [30] duplicates.
2774) Found the word: 641		 with [7] duplicates.
2775) Found the word: Saturno		 with [1] duplicates.
2776) Found the word: 638		 with [5] duplicates.
2777) Found the word: Salt		 with [12] duplicates.
2778) Found the word: excrement		 with [6] duplicates.
2779) Found the word: calcined		 with [4] duplicates.
2780) Found the word: 640		 with [6] duplicates.
2781) Found the word: stove		 with [16] duplicates.
2782) Found the word: impasted		 with [1] duplicates.
2783) Found the word: Jove		 with [11] duplicates.
2784) Found the word: alum		 with [6] duplicates.
2785) Found the word: alcali		 with [1] duplicates.
2786) Found the word: schist		 with [1] duplicates.
2787) Found the word: tartar		 with [6] duplicates.
2788) Found the word: Greek		 with [32] duplicates.
2789) Found the word: pitch		 with [39] duplicates.
2790) Found the word: scissors		 with [35] duplicates.
2791) Found the word: gilt		 with [18] duplicates.
2792) Found the word: scratched		 with [11] duplicates.
2793) Found the word: worn		 with [134] duplicates.
2794) Found the word: 646		 with [1] duplicates.
2795) Found the word: 647		 with [1] duplicates.
2796) Found the word: Spanish		 with [123] duplicates.
2797) Found the word: Removes		 with [1] duplicates.
2798) Found the word: singeing		 with [1] duplicates.
2799) Found the word: FIRE		 with [5] duplicates.
2800) Found the word: DESPISES		 with [1] duplicates.
2801) Found the word: brings		 with [26] duplicates.
2802) Found the word: philosophy		 with [38] duplicates.
2803) Found the word: legitimate		 with [31] duplicates.
2804) Found the word: natureor		 with [1] duplicates.
2805) Found the word: related		 with [95] duplicates.
2806) Found the word: 654		 with [3] duplicates.
2807) Found the word: SUBTLE		 with [1] duplicates.
2808) Found the word: BELONGING		 with [1] duplicates.
2809) Found the word: poets		 with [7] duplicates.
2810) Found the word: report		 with [168] duplicates.
2811) Found the word: poet		 with [21] duplicates.
2812) Found the word: blind		 with [54] duplicates.
2813) Found the word: eyethe		 with [1] duplicates.
2814) Found the word: worthier		 with [3] duplicates.
2815) Found the word: bestow		 with [15] duplicates.
2816) Found the word: Write		 with [21] duplicates.
2817) Found the word: comprehends		 with [1] duplicates.
2818) Found the word: lady		 with [294] duplicates.
2819) Found the word: enamoured		 with [1] duplicates.
2820) Found the word: ranked		 with [1] duplicates.
2821) Found the word: manual		 with [19] duplicates.
2822) Found the word: blaming		 with [10] duplicates.
2823) Found the word: reward		 with [76] duplicates.
2824) Found the word: Apelles		 with [1] duplicates.
2825) Found the word: preserves		 with [10] duplicates.
2826) Found the word: ours		 with [62] duplicates.
2827) Found the word: enamel		 with [10] duplicates.
2828) Found the word: permanent		 with [130] duplicates.
2829) Found the word: grandsons		 with [1] duplicates.
2830) Found the word: moral		 with [104] duplicates.
2831) Found the word: 656		 with [3] duplicates.
2832) Found the word: SCULPTURE		 with [1] duplicates.
2833) Found the word: LACKS		 with [1] duplicates.
2834) Found the word: invidiousness		 with [1] duplicates.
2835) Found the word: merit		 with [57] duplicates.
2836) Found the word: owes		 with [4] duplicates.
2837) Found the word: uses		 with [24] duplicates.
2838) Found the word: miles		 with [303] duplicates.
2839) Found the word: resisting		 with [16] duplicates.
2840) Found the word: Flemish		 with [4] duplicates.
2841) Found the word: Dresden		 with [9] duplicates.
2842) Found the word: baked		 with [12] duplicates.
2843) Found the word: oversights		 with [1] duplicates.
2844) Found the word: bronze		 with [29] duplicates.
2845) Found the word: liable		 with [289] duplicates.
2846) Found the word: imaginative		 with [7] duplicates.
2847) Found the word: 657		 with [3] duplicates.
2848) Found the word: flowery		 with [3] duplicates.
2849) Found the word: heavens		 with [55] duplicates.
2850) Found the word: astrologer		 with [1] duplicates.
2851) Found the word: DETERIORATES		 with [1] duplicates.
2852) Found the word: AGE		 with [5] duplicates.
2853) Found the word: DONE		 with [2] duplicates.
2854) Found the word: declined		 with [36] duplicates.
2855) Found the word: Giotto		 with [1] duplicates.
2856) Found the word: whonot		 with [1] duplicates.
2857) Found the word: Cimabue		 with [1] duplicates.
2858) Found the word: masterbeing		 with [1] duplicates.
2859) Found the word: keeper		 with [19] duplicates.
2860) Found the word: showed		 with [304] duplicates.
2861) Found the word: vain		 with [80] duplicates.
2862) Found the word: autori		 with [2] duplicates.
2863) Found the word: Sketches		 with [4] duplicates.
2864) Found the word: expected		 with [249] duplicates.
2865) Found the word: references		 with [20] duplicates.
2866) Found the word: masterpieces		 with [1] duplicates.
2867) Found the word: glorious		 with [23] duplicates.
2868) Found the word: echo		 with [13] duplicates.
2869) Found the word: Fresco		 with [1] duplicates.
2870) Found the word: Refectory		 with [2] duplicates.
2871) Found the word: Palazzo		 with [16] duplicates.
2872) Found the word: Florencehave		 with [1] duplicates.
2873) Found the word: amply		 with [13] duplicates.
2874) Found the word: 666		 with [18] duplicates.
2875) Found the word: justifies		 with [2] duplicates.
2876) Found the word: ascribed		 with [23] duplicates.
2877) Found the word: Christs		 with [17] duplicates.
2878) Found the word: Peters		 with [13] duplicates.
2879) Found the word: Judas		 with [6] duplicates.
2880) Found the word: restoration		 with [70] duplicates.
2881) Found the word: prototype		 with [2] duplicates.
2882) Found the word: storiche		 with [2] duplicates.
2883) Found the word: 36the		 with [1] duplicates.
2884) Found the word: possession		 with [126] duplicates.
2885) Found the word: grouping		 with [6] duplicates.
2886) Found the word: Brera		 with [8] duplicates.
2887) Found the word: palace		 with [66] duplicates.
2888) Found the word: genuineness		 with [1] duplicates.
2889) Found the word: 664		 with [3] duplicates.
2890) Found the word: XLV		 with [2] duplicates.
2891) Found the word: geometrical		 with [10] duplicates.
2892) Found the word: handwho		 with [1] duplicates.
2893) Found the word: Moreover		 with [109] duplicates.
2894) Found the word: cartoon		 with [25] duplicates.
2895) Found the word: fate		 with [195] duplicates.
2896) Found the word: rival		 with [31] duplicates.
2897) Found the word: Michaelangelos		 with [2] duplicates.
2898) Found the word: particulars		 with [24] duplicates.
2899) Found the word: October		 with [102] duplicates.
2900) Found the word: 1503		 with [11] duplicates.
2901) Found the word: busied		 with [7] duplicates.
2902) Found the word: Milanesis		 with [1] duplicates.
2903) Found the word: episode		 with [26] duplicates.
2904) Found the word: Standard		 with [20] duplicates.
2905) Found the word: mural		 with [1] duplicates.
2906) Found the word: decoration		 with [16] duplicates.
2907) Found the word: lately		 with [53] duplicates.
2908) Found the word: Raphaels		 with [5] duplicates.
2909) Found the word: visit		 with [159] duplicates.
2910) Found the word: 1505		 with [10] duplicates.
2911) Found the word: hasty		 with [19] duplicates.
2912) Found the word: lefthand		 with [7] duplicates.
2913) Found the word: VenicePl		 with [1] duplicates.
2914) Found the word: soldiers		 with [828] duplicates.
2915) Found the word: buckler		 with [1] duplicates.
2916) Found the word: determine		 with [82] duplicates.
2917) Found the word: dimly		 with [47] duplicates.
2918) Found the word: contribution		 with [10] duplicates.
2919) Found the word: sketchbook		 with [1] duplicates.
2920) Found the word: marching		 with [57] duplicates.
2921) Found the word: spears		 with [5] duplicates.
2922) Found the word: BudaPesth		 with [2] duplicates.
2923) Found the word: warriors		 with [15] duplicates.
2924) Found the word: Tav		 with [8] duplicates.
2925) Found the word: drawingscompare		 with [1] duplicates.
2926) Found the word: XLVII		 with [2] duplicates.
2927) Found the word: characterised		 with [52] duplicates.
2928) Found the word: Csatakepek		 with [1] duplicates.
2929) Found the word: Pvlszky		 with [1] duplicates.
2930) Found the word: Karoly		 with [1] duplicates.
2931) Found the word: attempted		 with [60] duplicates.
2932) Found the word: Blancs		 with [1] duplicates.
2933) Found the word: domain		 with [114] duplicates.
2934) Found the word: Milanesi		 with [2] duplicates.
2935) Found the word: designing		 with [1] duplicates.
2936) Found the word: allusions		 with [9] duplicates.
2937) Found the word: l5b		 with [1] duplicates.
2938) Found the word: 670674		 with [1] duplicates.
2939) Found the word: 676		 with [4] duplicates.
2940) Found the word: interpretations		 with [5] duplicates.
2941) Found the word: literature		 with [32] duplicates.
2942) Found the word: allegorical		 with [10] duplicates.
2943) Found the word: emblems		 with [2] duplicates.
2944) Found the word: purport		 with [13] duplicates.
2945) Found the word: 1478		 with [10] duplicates.
2946) Found the word: PHILPOT		 with [1] duplicates.
2947) Found the word: 718		 with [4] duplicates.
2948) Found the word: Incominciai		 with [1] duplicates.
2949) Found the word: nonexistence		 with [2] duplicates.
2950) Found the word: 2316		 with [1] duplicates.
2951) Found the word: Virgin		 with [18] duplicates.
2952) Found the word: BOTH		 with [1] duplicates.
2953) Found the word: dessins		 with [2] duplicates.
2954) Found the word: 1881		 with [9] duplicates.
2955) Found the word: traditionally		 with [3] duplicates.
2956) Found the word: HENRY		 with [8] duplicates.
2957) Found the word: WALLIS		 with [1] duplicates.
2958) Found the word: Feb		 with [1] duplicates.
2959) Found the word: comrade		 with [47] duplicates.
2960) Found the word: VERROCCHIOS		 with [1] duplicates.
2961) Found the word: pulitezza		 with [1] duplicates.
2962) Found the word: Magiin		 with [1] duplicates.
2963) Found the word: Florencecannot		 with [1] duplicates.
2964) Found the word: National		 with [111] duplicates.
2965) Found the word: critics		 with [25] duplicates.
2966) Found the word: pronounced		 with [44] duplicates.
2967) Found the word: replica		 with [1] duplicates.
2968) Found the word: publishing		 with [9] duplicates.
2969) Found the word: reproductions		 with [1] duplicates.
2970) Found the word: photography		 with [7] duplicates.
2971) Found the word: woodcut		 with [1] duplicates.
2972) Found the word: XLIII		 with [2] duplicates.
2973) Found the word: Vallardi		 with [2] duplicates.
2974) Found the word: handNo		 with [1] duplicates.
2975) Found the word: celebrated		 with [53] duplicates.
2976) Found the word: Bernardo		 with [19] duplicates.
2977) Found the word: hangedPl		 with [1] duplicates.
2978) Found the word: BeauxArts		 with [1] duplicates.
2979) Found the word: amused		 with [55] duplicates.
2980) Found the word: victims		 with [19] duplicates.
2981) Found the word: Un		 with [2] duplicates.
2982) Found the word: pendu		 with [1] duplicates.
2983) Found the word: mains		 with [3] duplicates.
2984) Found the word: Barontigni		 with [1] duplicates.
2985) Found the word: murderer		 with [21] duplicates.
2986) Found the word: deMedici		 with [3] duplicates.
2987) Found the word: coadjutor		 with [1] duplicates.
2988) Found the word: conspiracy		 with [31] duplicates.
2989) Found the word: Naples		 with [30] duplicates.
2990) Found the word: murdering		 with [5] duplicates.
2991) Found the word: victim		 with [37] duplicates.
2992) Found the word: hour		 with [293] duplicates.
2993) Found the word: conspirators		 with [6] duplicates.
2994) Found the word: ran		 with [638] duplicates.
2995) Found the word: Medici		 with [14] duplicates.
2996) Found the word: Cathedral		 with [24] duplicates.
2997) Found the word: sign		 with [197] duplicates.
2998) Found the word: agreed		 with [148] duplicates.
2999) Found the word: uponBernardo		 with [1] duplicates.
3000) Found the word: stepped		 with [123] duplicates.
3001) Found the word: Lorenzos		 with [1] duplicates.
3002) Found the word: moment		 with [937] duplicates.
3003) Found the word: success		 with [173] duplicates.
3004) Found the word: Lorenzo		 with [35] duplicates.
3005) Found the word: rushed		 with [230] duplicates.
3006) Found the word: endeavoured		 with [26] duplicates.
3007) Found the word: protect		 with [84] duplicates.
3008) Found the word: refuge		 with [31] duplicates.
3009) Found the word: defeated		 with [56] duplicates.
3010) Found the word: hid		 with [59] duplicates.
3011) Found the word: escaped		 with [64] duplicates.
3012) Found the word: Poliziano		 with [1] duplicates.
3013) Found the word: fugitans		 with [1] duplicates.
3014) Found the word: Tiphernatem		 with [1] duplicates.
3015) Found the word: Senas		 with [1] duplicates.
3016) Found the word: Gino		 with [2] duplicates.
3017) Found the word: Capponi		 with [2] duplicates.
3018) Found the word: summing		 with [1] duplicates.
3019) Found the word: reports		 with [111] duplicates.
3020) Found the word: narrators		 with [3] duplicates.
3021) Found the word: ricoverato		 with [1] duplicates.
3022) Found the word: Turchia		 with [1] duplicates.
3023) Found the word: farne		 with [2] duplicates.
3024) Found the word: mostra		 with [1] duplicates.
3025) Found the word: restasse		 with [1] duplicates.
3026) Found the word: fratello		 with [3] duplicates.
3027) Found the word: appena		 with [1] duplicates.
3028) Found the word: giunto		 with [1] duplicates.
3029) Found the word: Gostantinopoti		 with [1] duplicates.
3030) Found the word: alle		 with [5] duplicates.
3031) Found the word: allato		 with [1] duplicates.
3032) Found the word: Doana		 with [1] duplicates.
3033) Found the word: pochi		 with [2] duplicates.
3034) Found the word: assassin		 with [2] duplicates.
3035) Found the word: Chronicon		 with [1] duplicates.
3036) Found the word: Joanninis		 with [1] duplicates.
3037) Found the word: Sententiae		 with [1] duplicates.
3038) Found the word: Toscana		 with [1] duplicates.
3039) Found the word: Bernardus		 with [1] duplicates.
3040) Found the word: Joannis		 with [1] duplicates.
3041) Found the word: commissioned		 with [14] duplicates.
3042) Found the word: traitors		 with [27] duplicates.
3043) Found the word: Podestàthe		 with [1] duplicates.
3044) Found the word: 1457		 with [4] duplicates.
3045) Found the word: 1434		 with [2] duplicates.
3046) Found the word: nickname		 with [11] duplicates.
3047) Found the word: Council		 with [41] duplicates.
3048) Found the word: Eight		 with [11] duplicates.
3049) Found the word: santiaverunt		 with [1] duplicates.
3050) Found the word: labore		 with [1] duplicates.
3051) Found the word: quadraginta		 with [1] duplicates.
3052) Found the word: MILANESI		 with [4] duplicates.
3053) Found the word: Arch		 with [5] duplicates.
3054) Found the word: murdered		 with [20] duplicates.
3055) Found the word: Podestà		 with [1] duplicates.
3056) Found the word: effigy		 with [10] duplicates.
3057) Found the word: provisionally		 with [1] duplicates.
3058) Found the word: capture		 with [89] duplicates.
3059) Found the word: furred		 with [3] duplicates.
3060) Found the word: denied		 with [62] duplicates.
3061) Found the word: characteristic		 with [197] duplicates.
3062) Found the word: 1470		 with [9] duplicates.
3063) Found the word: Notes		 with [22] duplicates.
3064) Found the word: 665668		 with [1] duplicates.
3065) Found the word: twisting		 with [23] duplicates.
3066) Found the word: neighbours		 with [13] duplicates.
3067) Found the word: 1314		 with [2] duplicates.
3068) Found the word: Peter		 with [100] duplicates.
3069) Found the word: mouthful		 with [1] duplicates.
3070) Found the word: regret		 with [51] duplicates.
3071) Found the word: misread		 with [1] duplicates.
3072) Found the word: ciclo		 with [1] duplicates.
3073) Found the word: Line		 with [8] duplicates.
3074) Found the word: Count		 with [579] duplicates.
3075) Found the word: Mortaro		 with [1] duplicates.
3076) Found the word: James		 with [161] duplicates.
3077) Found the word: Greater		 with [4] duplicates.
3078) Found the word: Bernardetto		 with [1] duplicates.
3079) Found the word: Pisa		 with [10] duplicates.
3080) Found the word: Orsino		 with [2] duplicates.
3081) Found the word: banished		 with [16] duplicates.
3082) Found the word: Florentines		 with [5] duplicates.
3083) Found the word: army		 with [1474] duplicates.
3084) Found the word: him40		 with [1] duplicates.
3085) Found the word: 2000		 with [27] duplicates.
3086) Found the word: watered		 with [9] duplicates.
3087) Found the word: beheld		 with [7] duplicates.
3088) Found the word: Picinino		 with [1] duplicates.
3089) Found the word: Sepolcro		 with [9] duplicates.
3090) Found the word: perceiving		 with [6] duplicates.
3091) Found the word: prayed		 with [54] duplicates.
3092) Found the word: appeared		 with [402] duplicates.
3093) Found the word: troop		 with [9] duplicates.
3094) Found the word: engage		 with [20] duplicates.
3095) Found the word: struggle		 with [142] duplicates.
3096) Found the word: Guido		 with [5] duplicates.
3097) Found the word: Faenza		 with [5] duplicates.
3098) Found the word: reformed		 with [19] duplicates.
3099) Found the word: renewed		 with [64] duplicates.
3100) Found the word: pushed		 with [163] duplicates.
3101) Found the word: tents		 with [19] duplicates.
3102) Found the word: fought		 with [105] duplicates.
3103) Found the word: beardless		 with [9] duplicates.
3104) Found the word: feat		 with [9] duplicates.
3105) Found the word: urged		 with [102] duplicates.
3106) Found the word: deeds		 with [32] duplicates.
3107) Found the word: sunset		 with [15] duplicates.
3108) Found the word: erected		 with [34] duplicates.
3109) Found the word: hitherto		 with [55] duplicates.
3110) Found the word: unlike		 with [81] duplicates.
3111) Found the word: programme		 with [8] duplicates.
3112) Found the word: tenor		 with [17] duplicates.
3113) Found the word: 670		 with [2] duplicates.
3114) Found the word: Galeazzo		 with [7] duplicates.
3115) Found the word: calm		 with [180] duplicates.
3116) Found the word: 671		 with [3] duplicates.
3117) Found the word: False		 with [1] duplicates.
3118) Found the word: Report		 with [12] duplicates.
3119) Found the word: Labour		 with [4] duplicates.
3120) Found the word: 672		 with [2] duplicates.
3121) Found the word: skirt		 with [34] duplicates.
3122) Found the word: sceptre		 with [3] duplicates.
3123) Found the word: lasta		 with [1] duplicates.
3124) Found the word: tricks		 with [14] duplicates.
3125) Found the word: burlesque		 with [1] duplicates.
3126) Found the word: poems		 with [9] duplicates.
3127) Found the word: families		 with [96] duplicates.
3128) Found the word: generoso		 with [1] duplicates.
3129) Found the word: Tantio		 with [1] duplicates.
3130) Found the word: dice		 with [8] duplicates.
3131) Found the word: lhumano		 with [1] duplicates.
3132) Found the word: fidele		 with [1] duplicates.
3133) Found the word: Gualtero		 with [1] duplicates.
3134) Found the word: tu		 with [5] duplicates.
3135) Found the word: metti		 with [1] duplicates.
3136) Found the word: compositiona		 with [1] duplicates.
3137) Found the word: PL		 with [7] duplicates.
3138) Found the word: LVIII		 with [2] duplicates.
3139) Found the word: sticking		 with [27] duplicates.
3140) Found the word: helmet		 with [7] duplicates.
3141) Found the word: peacock		 with [2] duplicates.
3142) Found the word: ornament		 with [12] duplicates.
3143) Found the word: bestowed		 with [12] duplicates.
3144) Found the word: servant		 with [100] duplicates.
3145) Found the word: Fortitude		 with [1] duplicates.
3146) Found the word: sprinkled		 with [16] duplicates.
3147) Found the word: housings		 with [1] duplicates.
3148) Found the word: crest		 with [16] duplicates.
3149) Found the word: Charity		 with [1] duplicates.
3150) Found the word: abbreviated		 with [1] duplicates.
3151) Found the word: ally		 with [23] duplicates.
3152) Found the word: Friuli		 with [6] duplicates.
3153) Found the word: exile		 with [23] duplicates.
3154) Found the word: office		 with [246] duplicates.
3155) Found the word: Aquileia		 with [1] duplicates.
3156) Found the word: Pain		 with [30] duplicates.
3157) Found the word: fango		 with [1] duplicates.
3158) Found the word: beds		 with [26] duplicates.
3159) Found the word: wasted		 with [41] duplicates.
3160) Found the word: enjoyed		 with [73] duplicates.
3161) Found the word: tribolatione		 with [2] duplicates.
3162) Found the word: shewn		 with [1] duplicates.
3163) Found the word: Similar		 with [9] duplicates.
3164) Found the word: ferro		 with [1] duplicates.
3165) Found the word: ditches		 with [13] duplicates.
3166) Found the word: Porro		 with [2] duplicates.
3167) Found the word: Archivio		 with [6] duplicates.
3168) Found the word: Storico		 with [3] duplicates.
3169) Found the word: Anno		 with [2] duplicates.
3170) Found the word: aggiungerò		 with [1] duplicates.
3171) Found the word: nuova		 with [4] duplicates.
3172) Found the word: cavallerizza		 with [1] duplicates.
3173) Found the word: trovati		 with [1] duplicates.
3174) Found the word: veduto		 with [4] duplicates.
3175) Found the word: precisamente		 with [1] duplicates.
3176) Found the word: disegnati		 with [2] duplicates.
3177) Found the word: codice		 with [3] duplicates.
3178) Found the word: 922		 with [2] duplicates.
3179) Found the word: Next		 with [105] duplicates.
3180) Found the word: LX		 with [4] duplicates.
3181) Found the word: Ingratitude		 with [3] duplicates.
3182) Found the word: myrtle		 with [2] duplicates.
3183) Found the word: serpent		 with [12] duplicates.
3184) Found the word: Give		 with [115] duplicates.
3185) Found the word: leopards		 with [2] duplicates.
3186) Found the word: creature		 with [68] duplicates.
3187) Found the word: kills		 with [15] duplicates.
3188) Found the word: envy		 with [32] duplicates.
